matchid,bo,PlayerId,PlayerName,itemId,itemName
9691,1,3520,FPXXiaolaohu,1057,负极斗篷
9691,1,3520,FPXXiaolaohu,2055,控制守卫
9691,1,3520,FPXXiaolaohu,3047,铁板靴
9691,1,3520,FPXXiaolaohu,6660,斑比的熔渣
9691,1,3520,FPXXiaolaohu,6662,冰脉护手
9691,1,3520,FPXXiaolaohu,3075,荆棘之甲
9691,1,3641,FPXhaoye,6667,辉耀美德
9691,1,3641,FPXhaoye,2421,破损的秒表
9691,1,3641,FPXhaoye,2055,控制守卫
9691,1,3641,FPXhaoye,3111,水银之靴
9691,1,3641,FPXhaoye,6609,炼金朋克链锯剑
9691,1,3641,FPXhaoye,3105,军团圣盾
9691,1,3547,FPXCare,4632,翠绿屏障
9691,1,3547,FPXCare,4645,影焰
9691,1,3547,FPXCare,3108,恶魔法典
9691,1,3547,FPXCare,1082,黑暗封印
9691,1,3547,FPXCare,4636,暗夜收割者
9691,1,3547,FPXCare,3020,法师之靴
9691,1,1266,FPXLwx,2055,控制守卫
9691,1,1266,FPXLwx,6671,狂风之力
9691,1,1266,FPXLwx,3031,无尽之刃
9691,1,1266,FPXLwx,3006,狂战士胫甲
9691,1,1266,FPXLwx,3094,疾射火炮
9691,1,1266,FPXLwx,3035,最后的轻语
9691,1,2804,FPXLele,3860,山脉壁垒
9691,1,2804,FPXLele,2065,舒瑞娅的战歌
9691,1,2804,FPXLele,2055,控制守卫
9691,1,2804,FPXLele,3067,燃烧宝石
9691,1,2804,FPXLele,3158,明朗之靴
9691,1,2804,FPXLele,1052,增幅典籍
9691,1,2027,WEBiubiu,6630,渴血战斧
9691,1,2027,WEBiubiu,2055,控制守卫
9691,1,2027,WEBiubiu,3071,黑色切割者
9691,1,2027,WEBiubiu,3047,铁板靴
9691,1,2027,WEBiubiu,3053,斯特拉克的挑战护手
9691,1,3515,WEHeng,1058,无用大棒
9691,1,3515,WEHeng,3145,海克斯科技发电机
9691,1,3515,WEHeng,3158,明朗之靴
9691,1,3515,WEHeng,2055,控制守卫
9691,1,3515,WEHeng,4637,恶魔之拥
9691,1,3515,WEHeng,6653,兰德里的苦楚
9691,1,3064,WEShanks,4644,破碎王后之冕
9691,1,3064,WEShanks,3157,中娅沙漏
9691,1,3064,WEShanks,4645,影焰
9691,1,3064,WEShanks,1056,多兰之戒
9691,1,3064,WEShanks,3135,虚空之杖
9691,1,3064,WEShanks,3020,法师之靴
9691,1,1470,WEHope,1038,暴风之剑
9691,1,1470,WEHope,1053,吸血鬼节杖
9691,1,1470,WEHope,3006,狂战士胫甲
9691,1,1470,WEHope,3124,鬼索的狂暴之刃
9691,1,1470,WEHope,3085,卢安娜的飓风
9691,1,1470,WEHope,6673,不朽盾弓
9691,1,3006,WEIwandy,3860,山脉壁垒
9691,1,3006,WEIwandy,2055,控制守卫
9691,1,3006,WEIwandy,3001,薄暮法袍
9691,1,3006,WEIwandy,3111,水银之靴
9691,1,3006,WEIwandy,3067,燃烧宝石
9691,1,3006,WEIwandy,1011,巨人腰带
9691,2,2027,WEBiubiu,1037,十字镐
9691,2,2027,WEBiubiu,3006,狂战士胫甲
9691,2,2027,WEBiubiu,3153,破败王者之刃
9691,2,2027,WEBiubiu,6672,海妖杀手
9691,2,2027,WEBiubiu,3051,缚炉之斧
9691,2,2027,WEBiubiu,1033,抗魔斗篷
9691,2,3515,WEHeng,3082,守望者铠甲
9691,2,3515,WEHeng,1011,巨人腰带
9691,2,3515,WEHeng,2055,控制守卫
9691,2,3515,WEHeng,3158,明朗之靴
9691,2,3515,WEHeng,6665,千变者贾修
9691,2,3064,WEShanks,6656,永霜
9691,2,3064,WEShanks,3157,中娅沙漏
9691,2,3064,WEShanks,4632,翠绿屏障
9691,2,3064,WEShanks,3108,恶魔法典
9691,2,3064,WEShanks,1082,黑暗封印
9691,2,3064,WEShanks,3158,明朗之靴
9691,2,1470,WEHope,3006,狂战士胫甲
9691,2,1470,WEHope,6672,海妖杀手
9691,2,1470,WEHope,3046,幻影之舞
9691,2,1470,WEHope,3031,无尽之刃
9691,2,1470,WEHope,1055,多兰之刃
9691,2,3006,WEIwandy,3853,极冰碎片
9691,2,3006,WEIwandy,4642,班德尔玻璃镜
9691,2,3006,WEIwandy,2055,控制守卫
9691,2,3006,WEIwandy,6655,卢登的激荡
9691,2,3006,WEIwandy,3916,湮灭宝珠
9691,2,3520,FPXXiaolaohu,2421,破损的秒表
9691,2,3520,FPXXiaolaohu,2055,控制守卫
9691,2,3520,FPXXiaolaohu,6333,死亡之舞
9691,2,3520,FPXXiaolaohu,3091,智慧末刃
9691,2,3520,FPXXiaolaohu,6632,神圣分离者
9691,2,3520,FPXXiaolaohu,3111,水银之靴
